Hours_Studied,Attendance,Previous_Scores,Parental_Involvement,Learning_Disabilities,Access_to_Resources,Distance_from_Home,Tutoring_Sessions,Exam_Score
22,73,91,High,No,Low,Moderate,1,67
15,81,90,Medium,No,High,Far,1,68
29,79,89,Medium,No,High,Near,0,72
18,97,67,Medium,No,High,Near,1,70
11,60,59,Medium,No,High,Moderate,2,60
18,78,59,Low,No,Medium,Moderate,0,64
7,98,58,Medium,Yes,Low,Near,2,65
24,93,78,Low,No,High,Near,1,72
24,99,51,Medium,No,Medium,Near,1,70
16,90,66,High,No,Medium,Moderate,0,67
20,62,94,High,No,Low,Near,1,65
18,93,85,Medium,No,High,Near,0,70
22,61,76,Low,No,High,Near,1,65
13,100,76,High,No,Medium,Near,0,69
27,68,97,Medium,No,Medium,Near,1,68
20,73,93,Medium,No,Low,Far,1,65
15,85,89,Low,No,Medium,Moderate,0,66
20,69,59,Medium,No,Low,Near,2,65
15,73,68,Medium,No,Medium,Near,1,64
26,76,77,Low,No,Medium,Near,1,68
11,73,67,Medium,Yes,Medium,Near,3,63
12,77,57,Medium,No,Medium,Moderate,2,63
26,91,72,Low,No,Medium,Moderate,4,71
26,99,94,Medium,No,Medium,Near,2,74
26,64,62,Low,No,High,Moderate,1,64
26,100,79,High,No,Medium,Moderate,1,75
12,69,92,High,No,Medium,Near,1,64
22,64,52,Medium,No,High,Moderate,2,64
3,96,59,High,No,High,Moderate,2,66
22,82,68,High,No,Medium,Near,2,70
23,78,54,Medium,No,Medium,Near,0,67
31,77,53,High,No,Low,Near,1,68
26,61,87,Medium,Yes,Low,Near,3,66
12,99,83,Medium,No,Medium,Near,1,67
28,62,64,Medium,No,Medium,Near,1,65
11,73,68,High,No,Low,Moderate,3,64
21,72,78,Medium,Yes,High,Near,0,63
34,65,62,Medium,No,Medium,Near,0,67
20,70,69,Low,No,Medium,Near,2,66
22,96,59,Low,No,Low,Far,0,67
19,96,86,Medium,No,Low,Moderate,3,69
20,87,75,Low,Yes,High,Near,0,68
26,69,84,Low,Yes,Low,Moderate,0,63
18,78,67,High,No,Medium,Moderate,0,64
8,61,54,Medium,No,Medium,Near,1,60
31,96,65,High,No,High,Far,0,74
14,88,97,High,No,Medium,Near,0,69
16,90,58,Medium,No,Medium,Moderate,1,66
15,98,80,High,No,Low,Near,2,69
19,65,93,Low,No,Medium,Near,1,64
8,80,52,High,No,Low,Near,2,63
23,83,85,Low,Yes,Low,Near,2,65
24,86,68,Medium,Yes,High,Moderate,3,70
22,98,60,High,No,Medium,Near,1,72
19,92,52,High,No,Medium,Near,3,70
22,97,75,Low,No,Medium,Near,1,71
26,77,69,Medium,Yes,Low,Near,1,66
23,79,82,High,Yes,High,Moderate,3,69
12,85,88,High,No,High,Far,1,67
23,64,75,Medium,No,Medium,Near,2,66
17,61,58,Low,No,Low,Near,1,60
11,88,73,Medium,Yes,Low,Near,1,63
24,72,73,Low,No,Medium,Moderate,1,65
18,72,80,High,Yes,High,Moderate,1,66
17,98,92,Low,No,Medium,Near,0,69
15,69,73,Low,No,Medium,Moderate,2,61
19,91,57,Medium,No,High,Moderate,3,69
17,82,94,Medium,No,Low,Moderate,1,66
22,76,87,Medium,Yes,Low,Near,2,65
26,81,98,High,Yes,Medium,Near,1,69
10,71,53,Medium,No,Low,Near,4,62
21,89,80,Medium,No,Low,Moderate,0,68
26,81,65,Low,No,Medium,Far,1,65
19,76,72,High,No,High,Moderate,2,68
9,82,78,High,No,Medium,Moderate,0,64
13,95,63,Medium,No,High,Near,3,70
25,99,86,High,No,High,Near,3,75
21,94,71,Medium,No,Medium,Near,1,69
27,88,93,Medium,No,High,Moderate,0,71
15,86,68,High,No,High,Near,0,69
14,69,89,Medium,No,Medium,Moderate,2,66
17,81,87,Medium,No,Medium,Near,0,67
20,68,65,Medium,No,Low,Near,1,63
9,84,60,High,No,High,Moderate,1,66
30,75,57,High,Yes,High,Near,0,68
17,94,75,Medium,No,Medium,Moderate,1,70
20,97,69,Medium,Yes,High,Near,0,67
25,81,81,High,No,Low,Near,2,68
14,94,85,Low,No,Low,Moderate,1,66
27,77,86,Medium,No,Medium,Moderate,1,68
21,93,87,High,No,Low,Near,1,70
24,92,78,Medium,No,High,Near,0,71
21,69,52,High,No,Medium,Near,0,64
28,71,69,Medium,No,Medium,Moderate,1,67
21,81,65,Medium,No,Low,Moderate,1,67
19,64,87,Medium,No,Medium,Moderate,2,65
35,99,85,High,No,High,Near,2,79
15,64,92,Medium,No,Medium,Near,3,63
18,98,57,High,No,Medium,Moderate,0,69
18,64,64,Low,Yes,Medium,Near,4,61
26,65,82,Medium,No,Medium,Far,1,65
17,81,77,Low,No,Medium,Far,3,66
15,89,74,Medium,No,High,Near,2,69
30,84,72,High,No,Medium,Near,3,73
27,95,88,Medium,No,High,Far,3,74
23,81,59,High,No,Low,Near,2,69
20,97,76,Medium,No,Medium,Near,2,71
16,88,94,Medium,No,High,Moderate,4,72
16,73,74,Medium,No,Medium,Moderate,1,64
14,81,81,Medium,No,Medium,Near,1,66
26,77,70,Low,Yes,Medium,Moderate,2,65
20,83,78,High,No,High,Near,3,71
21,76,81,Medium,No,Medium,Moderate,0,67
14,89,94,Medium,No,High,Near,0,68
14,82,52,High,No,Medium,Near,3,66
18,92,68,Medium,No,Medium,Near,2,70
25,95,77,Medium,No,Medium,Near,0,71
23,99,80,Medium,No,Medium,Near,3,71
21,65,91,Medium,No,High,Moderate,1,67
16,69,68,Medium,No,Medium,Moderate,0,63
8,89,62,High,Yes,High,Moderate,2,66
21,70,93,High,No,Medium,Near,1,68
17,82,88,High,Yes,Medium,Near,1,66
15,86,79,High,No,Low,Near,3,68
30,87,75,Low,No,Medium,Near,3,71
22,63,87,Medium,No,Medium,Moderate,0,63
22,75,66,Medium,No,Low,Far,2,80
23,64,68,Medium,No,High,Near,3,66
11,85,92,Medium,No,Medium,Far,2,65
18,65,83,Medium,No,High,Near,1,64
15,84,92,Low,No,Medium,Near,3,68
9,88,93,Low,No,Medium,Near,2,66
23,92,100,Medium,Yes,High,Near,1,72
22,70,85,High,No,Low,Far,0,64
22,100,95,High,No,Medium,Near,2,74
24,85,54,Low,No,Medium,Moderate,2,66
23,68,91,Medium,No,High,Near,5,68
16,72,52,Low,Yes,Medium,Moderate,1,60
14,79,59,High,No,Medium,Far,5,68
27,68,80,Low,Yes,Low,Near,3,66
15,65,87,Low,No,High,Near,0,63
19,93,68,High,No,Medium,Near,1,72
21,84,98,Medium,No,Medium,Near,0,70
18,69,84,Medium,No,Medium,Near,2,65
9,82,86,High,No,Low,Far,2,64
15,72,80,Medium,No,Low,Moderate,4,65
15,98,98,Medium,No,Medium,Near,0,71
6,98,75,Medium,Yes,Low,Far,1,64
23,66,80,Medium,No,Medium,Near,1,66
23,96,81,Medium,No,Medium,Moderate,1,71
23,63,69,Medium,Yes,Medium,Near,2,63
15,91,61,Medium,No,Medium,Moderate,1,66
25,85,68,High,No,High,Far,1,71
20,80,81,Low,No,High,Near,3,69
26,73,96,Medium,No,Medium,Near,0,68
20,72,90,High,No,Low,Near,0,66
20,88,85,Low,No,Medium,Near,2,68
26,93,80,High,Yes,Medium,Near,4,73
32,93,98,High,Yes,Medium,Near,0,73
18,97,79,Low,No,High,Moderate,2,70
14,91,98,Low,No,Medium,Near,0,68
11,99,89,High,No,Medium,Near,3,72
27,66,95,Medium,No,Medium,Moderate,1,68
16,99,55,Low,Yes,Medium,Far,1,67
11,87,57,Low,No,Medium,Moderate,0,62
18,73,75,Medium,Yes,Medium,Near,0,64
15,96,82,High,No,High,Near,2,70
27,68,56,Low,No,High,Near,0,64
13,65,99,Low,No,High,Near,0,61
17,70,82,High,Yes,Medium,Moderate,2,64
4,69,99,Medium,No,High,Moderate,0,61
19,91,84,Low,Yes,High,Near,2,71
18,90,52,High,Yes,Medium,Moderate,5,68
14,67,87,High,No,Low,Near,1,63
16,94,76,High,No,High,Near,0,70
14,76,64,Low,No,Medium,Near,3,64
29,80,85,Medium,No,Low,Moderate,0,69
22,68,96,High,No,Medium,Moderate,1,68
19,78,76,Medium,No,Medium,Moderate,2,66
24,76,78,Low,Yes,Medium,Moderate,1,65
18,76,79,High,No,High,Far,1,67
16,69,85,High,No,High,Near,0,66
21,94,73,Medium,No,Medium,Near,1,71
16,66,79,High,No,Medium,Near,0,66
19,76,78,High,No,Low,Near,1,65
23,100,65,Medium,Yes,Medium,Near,1,70
14,78,80,High,No,High,Near,1,66
12,70,81,Medium,No,High,Near,0,63
13,69,68,Medium,Yes,Low,Moderate,0,59
19,61,62,Medium,No,High,Moderate,1,64
13,63,73,Medium,No,Medium,Moderate,2,61
17,78,66,High,No,Medium,Moderate,2,67
15,70,85,High,No,High,Moderate,0,65
20,71,87,Medium,No,Low,Near,1,65
31,93,96,High,No,Low,Near,2,74
17,87,68,Medium,No,High,Moderate,2,68
23,73,57,High,No,Medium,Near,3,67
19,84,63,High,No,Medium,Far,0,65
18,70,79,High,No,Low,Near,1,65
11,99,88,Medium,No,High,Near,4,71
22,89,80,High,No,High,Near,1,73
9,90,65,Medium,No,Medium,Far,0,64
31,76,83,Medium,No,Medium,Moderate,2,70
15,84,55,Medium,No,High,Near,1,64
25,83,85,High,No,High,Near,2,72
27,93,84,High,No,Low,Near,1,72
22,86,54,Low,No,Low,Moderate,2,64
14,80,93,Low,No,Medium,Near,3,67
13,64,62,High,No,High,Moderate,1,62
20,95,100,Medium,No,Low,Near,3,69
23,84,73,Low,No,High,Near,0,67
17,83,98,High,No,Medium,Near,0,69
22,96,72,Medium,No,Medium,Near,1,72
14,75,75,Medium,No,Medium,Near,0,64
20,71,70,Medium,No,Medium,Near,0,65
17,94,76,Low,Yes,Low,Far,3,67
16,91,72,High,No,Medium,Near,0,70
27,73,91,Low,No,Medium,Far,2,68
14,62,65,High,No,High,Far,3,61
19,90,68,Medium,No,Medium,Moderate,0,66
19,86,78,High,No,Medium,Near,2,69
14,69,55,High,No,Medium,Moderate,3,62
15,62,64,Low,No,High,Near,2,62
18,76,82,Medium,No,High,Near,2,70
16,93,82,Medium,No,Medium,Near,5,71
26,76,64,Medium,No,Medium,Far,0,66
11,68,91,Medium,No,Medium,Far,3,61
27,76,67,Low,No,High,Near,1,69
28,76,75,Medium,No,Medium,Near,0,68
11,83,63,Low,No,Medium,Far,3,63
21,90,74,Medium,No,High,Near,4,71
28,70,87,Medium,No,Medium,Moderate,0,66
9,97,57,Low,No,Medium,Far,4,67
18,98,62,High,No,Medium,Far,3,71
17,61,74,Medium,No,Medium,Near,0,62
26,63,63,Medium,No,High,Near,1,67
12,94,89,Medium,No,Low,Near,1,66
21,82,60,Medium,No,Medium,Near,3,70
18,65,88,Medium,Yes,Low,Near,1,62
32,65,57,Medium,No,Low,Moderate,2,65
26,92,72,Medium,No,Low,Moderate,1,69
27,96,84,High,No,Low,Near,1,74
15,61,54,Medium,No,High,Near,0,63
14,61,82,Medium,No,Medium,Near,0,58
34,61,67,Medium,No,Medium,Moderate,1,68
22,97,54,Medium,No,Medium,Near,2,70
19,61,67,High,No,Medium,Far,0,61
22,87,64,High,No,High,Moderate,2,70
16,67,56,Medium,No,Medium,Near,1,61
16,85,79,Medium,No,Low,Near,1,66
19,86,93,Medium,No,Medium,Near,1,69
34,91,98,Medium,No,Low,Moderate,0,72
19,87,77,High,No,High,Moderate,3,69
12,89,78,Medium,No,High,Near,4,69
20,92,82,Medium,No,High,Near,0,72
15,92,84,Medium,No,High,Moderate,0,69
16,83,86,Medium,No,Medium,Moderate,5,68
28,94,60,Medium,No,High,Near,1,71
31,79,98,Medium,No,High,Moderate,1,72
15,71,68,High,No,Low,Near,5,64
21,62,94,Medium,No,Medium,Moderate,1,64
15,67,86,Medium,No,Medium,Near,1,66
22,94,75,Medium,No,Medium,Near,0,69
18,88,78,High,No,High,Moderate,0,69
9,65,89,Low,No,Medium,Moderate,2,61
22,85,79,Medium,No,Medium,Near,1,68
23,62,85,Low,Yes,High,Moderate,1,63
20,67,59,High,No,High,Near,1,65
20,71,70,Low,No,Medium,Far,0,62
22,88,72,Medium,No,Medium,Near,4,70
30,61,82,Low,No,High,Near,2,68
22,62,95,Medium,No,High,Near,2,66
20,95,76,Medium,No,Medium,Moderate,0,69
17,80,92,Medium,No,Medium,Near,0,67
19,92,70,Low,No,Medium,Near,2,69
22,63,55,High,No,Low,Near,2,64
13,66,98,High,No,High,Near,1,65
24,80,100,Medium,No,High,Moderate,1,72
20,97,93,High,No,Low,Far,1,71
14,61,85,Low,No,Medium,Near,1,60
13,68,95,Medium,No,Medium,Moderate,2,63
17,71,80,Medium,No,Medium,Near,2,64
17,67,62,Low,No,Medium,Moderate,0,61
23,62,94,High,No,Low,Far,0,64
16,73,95,Medium,No,Medium,Near,1,65
15,77,65,High,Yes,Medium,Near,2,65
20,99,68,Medium,No,Low,Far,1,69
15,92,67,High,No,Low,Near,1,69
23,81,67,Medium,No,Low,Moderate,0,67
21,95,69,Low,No,High,Near,0,69
32,63,91,Medium,Yes,High,Near,2,68
16,79,74,High,No,Medium,Far,3,68
20,73,82,Medium,No,Medium,Near,1,65
8,95,73,Medium,No,Medium,Near,2,66
22,79,94,Medium,No,Medium,Near,1,68
11,61,90,Low,No,Medium,Near,0,61
23,88,89,Medium,No,Medium,Near,0,70
16,68,92,Low,No,Medium,Near,1,62
24,62,97,Medium,No,Medium,Near,1,65
16,76,66,Low,No,Medium,Near,1,64
17,78,98,Medium,No,Medium,Near,2,66
15,95,93,Medium,No,Medium,Moderate,2,70
19,76,59,Medium,No,High,Near,1,66
18,73,65,Medium,No,Medium,Moderate,1,63
9,79,90,Medium,No,Low,Near,1,63
20,80,84,Medium,No,Medium,Near,1,68
26,61,51,Low,No,Medium,Moderate,0,62
23,88,70,Medium,No,Medium,Near,2,70
27,88,67,Medium,No,Medium,Far,3,71
23,67,69,High,No,High,Near,1,67
17,98,68,High,No,High,Near,2,72
13,99,83,High,No,Low,Far,1,69
26,64,92,High,No,Medium,Moderate,2,68
22,77,84,Low,No,Medium,Moderate,3,66
25,99,77,Medium,No,Medium,Near,0,97
9,81,73,High,No,Medium,Near,1,65
26,88,79,High,No,Medium,Far,1,71
21,71,55,High,No,Medium,Moderate,2,67
8,80,86,High,No,Medium,Near,2,64
7,94,57,Medium,No,Low,Near,2,66
23,62,70,Medium,No,Low,Moderate,3,65
17,66,61,Low,No,High,Near,1,65
15,81,68,High,No,Medium,Near,0,65
19,89,95,High,No,Medium,Near,0,70
13,64,50,Medium,No,Low,Near,0,60
21,65,67,Medium,No,High,Near,1,64
20,74,79,Low,Yes,Medium,Far,1,64
19,76,65,Medium,Yes,Medium,Near,0,63
24,82,56,Low,No,Medium,Moderate,1,67
22,92,74,Medium,No,Low,Moderate,2,70
23,89,87,High,No,High,Near,4,74
22,98,69,Medium,No,High,Moderate,1,69
24,100,82,Medium,No,Low,Moderate,1,71
20,95,83,Low,No,Low,Near,1,69
21,97,96,Low,No,Medium,Moderate,2,72
22,88,70,Medium,No,Low,Near,3,69
28,97,53,High,No,Low,Moderate,0,70
19,60,51,Medium,Yes,High,Near,0,62
30,86,78,High,No,Medium,Far,4,73
30,87,61,High,No,Medium,Moderate,2,73
19,72,85,Medium,No,Medium,Near,1,66
11,75,77,High,Yes,High,Moderate,1,64
15,87,91,High,No,Medium,Moderate,1,67
26,70,62,Medium,No,High,Near,0,66
19,67,98,Low,No,Medium,Near,2,64
14,93,80,Medium,No,Medium,Near,2,69
26,93,94,High,No,High,Near,1,74
16,80,58,High,No,Low,Near,0,63
22,91,95,Low,No,Medium,Near,1,70
14,68,79,High,No,High,Near,2,66
18,73,94,Medium,No,High,Moderate,1,68
30,78,97,Medium,No,High,Far,1,70
19,80,63,High,No,Low,Near,1,64
24,72,95,High,No,Medium,Near,3,69
23,89,58,High,No,High,Moderate,2,73
24,65,92,Medium,No,Medium,Near,3,67
24,94,70,High,No,Low,Near,1,70
19,91,67,Medium,No,Low,Near,0,66
19,80,100,High,No,High,Near,1,70
29,77,85,Low,No,High,Near,1,69
25,84,83,Medium,No,Medium,Moderate,1,70
25,69,64,Medium,No,Medium,Moderate,1,66
4,100,60,High,No,High,Moderate,0,69
10,97,83,High,No,High,Near,1,69
20,76,64,Medium,No,Medium,Moderate,2,64
21,83,92,Medium,Yes,Low,Near,2,66
18,95,85,High,No,High,Near,2,73
27,74,51,Medium,No,High,Far,2,68
18,94,53,Medium,No,Low,Far,4,68
24,99,92,High,No,Medium,Far,2,72
12,70,53,Low,Yes,High,Near,2,60
19,64,56,Medium,No,Medium,Near,0,62
15,67,74,Low,No,Medium,Near,1,64
24,77,53,Medium,No,Medium,Moderate,2,68
13,99,81,Medium,No,High,Near,0,71
12,85,82,Medium,No,High,Far,1,66
6,84,88,Medium,No,Medium,Moderate,1,65
16,94,94,Medium,No,High,Near,2,71
29,96,56,High,No,High,Near,0,73
20,73,99,Medium,No,Medium,Near,1,66
20,90,85,Low,No,Medium,Near,3,69
23,74,95,High,No,Medium,Far,2,67
21,91,72,Medium,Yes,High,Near,3,69
14,70,91,Medium,No,Medium,Near,2,65
22,84,95,Low,No,High,Moderate,2,69
14,81,78,High,No,High,Near,0,68
31,92,76,Medium,Yes,Medium,Far,2,72
32,76,63,Medium,No,Medium,Near,0,68
20,98,64,Medium,No,Medium,Moderate,1,72
12,92,58,High,Yes,Medium,Moderate,2,66
18,96,65,High,No,Medium,Moderate,3,71
19,88,59,Low,No,Medium,Near,2,67
24,94,63,Medium,No,Medium,Near,1,70
12,81,53,High,No,Medium,Near,1,65
24,89,99,Medium,No,Low,Near,1,73
18,95,91,Medium,Yes,Medium,Moderate,0,69
26,72,81,High,No,Medium,Near,0,68
16,72,58,Medium,No,High,Far,1,62
21,88,91,High,No,Medium,Moderate,0,70
17,94,98,Medium,No,Low,Near,1,68
22,92,53,Medium,Yes,Medium,Near,4,69
24,95,73,Medium,No,Low,Moderate,3,69
20,62,85,High,No,Medium,Near,2,66
7,68,74,High,No,Medium,Near,1,62
24,67,55,High,No,Medium,Moderate,2,65
17,74,50,Low,No,Medium,Far,0,60
28,73,63,Low,No,Medium,Near,0,65
24,81,64,Medium,No,High,Near,2,70
23,87,68,High,No,Low,Far,0,68
27,100,67,High,No,Medium,Moderate,1,74
13,90,63,Medium,No,Medium,Moderate,0,64
23,74,88,Medium,Yes,High,Near,0,66
11,74,68,High,No,Medium,Moderate,0,62
9,98,58,High,No,High,Near,2,69
12,82,91,Low,No,Medium,Near,3,66
27,93,66,Medium,No,Low,Moderate,2,70
35,77,89,High,No,High,Near,5,77
39,90,92,High,No,High,Near,2,78
33,71,84,Low,No,Medium,Near,1,68
34,92,68,High,No,Medium,Near,0,75
23,79,77,Medium,No,High,Near,1,68
13,84,78,Medium,No,Medium,Near,1,65
27,61,86,High,No,High,Near,3,70
24,90,93,Medium,Yes,High,Near,1,71
19,67,50,Medium,No,Low,Near,0,62
27,73,73,High,No,High,Near,5,73
28,76,75,Medium,No,High,Near,3,72
27,66,67,Low,No,High,Far,1,65
22,87,68,High,No,Low,Near,0,67
22,83,60,Medium,No,Medium,Moderate,4,68
27,84,98,Medium,No,Medium,Moderate,0,69
24,65,94,High,No,High,Moderate,2,68
22,86,82,Low,No,Medium,Moderate,1,67
19,82,57,Medium,No,High,Near,1,67
23,90,66,High,No,Medium,Near,2,71
20,93,60,High,No,Medium,Near,0,69
15,77,58,Medium,No,Medium,Moderate,1,64
12,95,87,Medium,No,Medium,Moderate,0,67
16,64,70,Medium,No,High,Moderate,5,65
16,92,71,Medium,No,Low,Moderate,2,66
26,67,71,Medium,No,Low,Near,3,67
27,70,99,Medium,No,Medium,Near,2,68
14,98,51,High,Yes,High,Near,0,67
12,64,74,High,No,Low,Moderate,0,61
22,99,67,Medium,No,Medium,Near,1,72
15,82,75,Medium,No,High,Near,1,67
16,63,82,Medium,No,Medium,Near,0,63
11,69,100,High,No,Medium,Near,1,64
18,69,65,High,No,Medium,Far,4,65
11,96,60,High,No,High,Near,2,68
18,80,55,Medium,No,Medium,Moderate,2,63
30,97,72,High,No,Medium,Far,1,74
24,96,77,Medium,Yes,Medium,Near,0,67
20,86,60,Medium,Yes,Medium,Near,1,67
26,63,55,Medium,No,Medium,Far,2,65
21,79,84,Low,No,Medium,Near,2,66
19,74,54,Medium,No,High,Near,0,66
23,85,51,High,No,Medium,Near,0,68
31,63,86,Medium,No,High,Moderate,0,68
23,81,94,High,No,Low,Near,1,70
31,92,55,High,No,Medium,Near,3,74
29,81,51,Low,No,Medium,Near,2,70
25,87,83,High,No,Medium,Moderate,0,72
28,81,55,Medium,No,Medium,Near,2,68
37,69,87,Medium,No,High,Far,1,68
15,65,93,Medium,No,High,Near,2,64
23,80,56,Medium,Yes,Low,Near,3,66
18,66,68,High,Yes,Medium,Far,1,61
24,67,53,Low,Yes,Medium,Near,0,63
8,99,54,Medium,No,Medium,Near,2,67
13,64,83,Medium,No,High,Near,1,64
25,85,58,Medium,No,Medium,Near,2,70
9,96,63,Medium,No,High,Near,1,67
26,63,74,Medium,No,High,Near,1,67
23,75,66,Medium,No,Low,Near,5,67
15,66,60,Medium,No,High,Moderate,2,63
30,85,65,High,No,Low,Near,2,70
28,76,99,Medium,No,Medium,Near,1,70
17,83,75,High,Yes,Medium,Near,2,67
23,70,75,Medium,No,Medium,Moderate,0,65
18,61,71,High,No,Low,Near,3,64
20,77,55,High,No,High,Near,1,67
18,72,69,High,Yes,Medium,Far,2,64
25,77,64,Medium,Yes,Low,Near,3,65
22,88,78,High,No,High,Moderate,0,71
18,95,81,Medium,Yes,Medium,Near,0,68
23,87,79,Medium,No,Medium,Near,2,71
31,69,52,Medium,No,Medium,Far,2,92
24,76,67,Medium,No,Medium,Near,2,68
23,86,91,Medium,No,High,Near,2,71
20,81,51,High,Yes,Medium,Near,3,67
27,76,67,High,No,High,Far,1,68
14,84,96,Medium,No,Medium,Far,2,66
16,68,64,Medium,No,Low,Moderate,2,61
32,68,84,High,No,High,Far,0,70
28,89,71,Medium,No,Low,Moderate,2,70
9,82,72,Medium,No,Medium,Near,2,66
25,86,97,Medium,No,Medium,Moderate,1,70
12,89,59,High,No,Low,Near,2,65
21,63,54,Medium,No,Low,Moderate,1,62
27,82,67,Medium,No,Medium,Moderate,1,68
18,76,56,Medium,No,High,Moderate,1,63
20,79,83,High,No,Medium,Moderate,2,69
13,93,72,Low,No,Low,Near,2,67
24,68,56,High,No,Medium,Near,3,67
26,70,75,Medium,Yes,Low,Far,1,63
16,74,56,High,No,High,Near,1,65
13,70,56,Medium,No,Medium,Near,2,62
19,96,67,Medium,No,High,Moderate,4,72
18,89,52,Medium,No,Medium,Moderate,3,69
21,72,80,Medium,No,Medium,Near,3,67
23,92,71,Low,No,Medium,Near,1,69
28,76,67,Low,No,Low,Near,1,66
12,93,74,Medium,No,Medium,Moderate,1,67
22,72,70,Low,No,Medium,Far,1,64
19,93,81,Low,Yes,Low,Moderate,2,68
18,71,72,Medium,No,Medium,Moderate,0,66
27,65,57,Medium,No,Medium,Near,2,65
19,75,61,Medium,No,High,Near,0,65
17,98,71,High,No,Low,Moderate,0,70
29,76,93,Medium,No,High,Moderate,0,70
31,82,98,Medium,No,High,Near,0,71
25,99,57,Low,No,Medium,Moderate,1,70
33,90,77,Low,Yes,Medium,Moderate,3,73
18,85,55,Medium,No,Low,Near,3,67
13,86,58,Low,No,Medium,Near,0,63
22,93,59,Medium,No,High,Near,3,72
23,70,75,Low,No,High,Near,0,66
15,99,75,Low,No,Medium,Moderate,2,67
16,73,71,High,No,High,Near,0,67
22,78,61,Medium,No,Medium,Moderate,2,68
21,78,60,Medium,No,High,Moderate,3,68
21,78,55,Medium,No,Medium,Near,1,67
18,81,55,Medium,No,Low,Near,3,64
15,87,83,Medium,No,Medium,Near,1,68
12,74,66,High,No,Low,Near,1,62
27,63,80,High,No,Low,Near,2,66
29,83,64,High,No,High,Far,2,71
27,98,82,Medium,No,High,Near,0,74
24,68,67,Low,Yes,Low,Far,0,60
31,94,92,Low,No,Medium,Near,1,72
16,80,55,High,No,Medium,Moderate,0,65
27,63,87,Low,No,Medium,Near,3,67
21,75,75,Medium,No,Low,Moderate,1,65
16,77,92,High,No,High,Near,2,67
21,95,81,High,No,Medium,Near,0,71
22,77,74,Medium,No,Medium,Near,2,67
14,75,88,Low,No,Low,Moderate,2,62
12,86,76,High,No,Medium,Near,2,68
10,98,98,Medium,No,Medium,Moderate,0,66
10,66,74,Medium,No,Medium,Moderate,2,59
24,99,53,High,Yes,Medium,Near,1,70
29,100,87,Medium,No,Medium,Near,3,74
16,66,87,Low,No,Medium,Moderate,3,64
23,67,98,Medium,No,Medium,Moderate,4,66
26,73,72,Low,No,High,Far,1,65
27,78,76,Medium,No,Medium,Near,1,71
17,83,89,Medium,No,Medium,Near,0,69
28,84,92,High,Yes,Medium,Near,1,70
24,64,67,Medium,No,Medium,Near,0,62
13,85,72,High,No,Low,Moderate,2,66
31,66,80,Low,No,High,Near,0,65
20,89,91,High,No,High,Moderate,3,72
16,79,64,High,Yes,Medium,Near,4,67
22,74,77,High,Yes,High,Near,0,66
23,78,94,High,Yes,Medium,Moderate,1,68
19,94,65,Medium,No,Low,Moderate,1,69
15,78,85,High,No,High,Far,1,65
15,82,90,Medium,No,High,Near,2,68
24,85,89,High,No,High,Moderate,1,70
39,95,54,Medium,No,High,Moderate,2,77
18,64,89,Medium,No,High,Moderate,1,64
23,73,85,Medium,No,High,Near,1,67
20,93,79,Medium,No,Low,Near,1,69
14,90,84,High,No,Medium,Near,0,68
22,76,59,Medium,No,Medium,Near,1,66
20,90,65,Medium,No,Low,Near,3,68
18,85,89,Low,No,Medium,Near,1,68
14,73,82,Medium,No,High,Near,1,64
11,97,69,Low,No,Low,Near,3,66
18,81,73,Low,No,Medium,Near,1,65
31,68,59,Medium,No,Medium,Near,3,69
26,74,96,Medium,No,Low,Near,2,68
20,83,79,Low,No,Low,Moderate,2,66
26,97,66,High,No,Low,Near,2,73
21,96,53,Medium,No,High,Near,0,70
29,77,68,Medium,No,Low,Far,1,67
17,84,98,Medium,No,Low,Far,1,67
21,89,87,Low,No,Medium,Near,3,70
17,68,99,Medium,No,Low,Near,2,65
8,96,100,Medium,No,Medium,Moderate,1,68
28,74,90,Medium,No,High,Near,2,72
25,88,95,Medium,No,Medium,Near,1,72
23,72,61,Low,No,Medium,Near,1,66
22,67,55,High,No,High,Moderate,1,65
13,63,65,High,No,Medium,Far,2,62
19,65,65,Medium,No,Low,Moderate,1,64
26,92,98,Low,No,Medium,Moderate,2,72
21,98,95,Medium,No,Medium,Near,3,72
15,74,99,Low,No,High,Moderate,0,63
15,85,61,High,No,High,Near,1,68
21,79,66,Medium,No,High,Moderate,2,67
33,93,96,High,No,Medium,Moderate,1,75
22,83,70,Low,No,Medium,Far,2,67
31,69,81,Medium,No,Low,Near,2,67
7,75,98,Medium,No,Medium,Near,1,62
19,91,74,Medium,Yes,Low,Near,4,69
21,98,66,High,No,Medium,Near,3,73
14,82,77,Medium,No,Medium,Near,3,68
26,71,83,High,No,Low,Moderate,1,66
28,77,85,High,No,Medium,Near,0,69
32,95,58,Medium,No,High,Near,2,75
25,87,89,Low,Yes,High,Near,1,69
22,83,73,Medium,No,Medium,Near,0,67
29,81,52,Medium,No,Medium,Near,1,69
14,70,54,High,No,Medium,Near,3,64
32,64,53,Low,No,High,Near,1,65
18,81,65,Medium,No,Medium,Near,2,66
14,82,83,Medium,No,Medium,Moderate,0,64
19,78,58,Medium,No,Medium,Near,1,66
10,60,85,Medium,No,Medium,Near,0,62
31,91,82,Medium,No,Medium,Near,2,74
31,73,57,High,No,Medium,Far,2,69
19,83,78,Low,No,Medium,Moderate,2,67
16,100,82,High,No,High,Near,2,73
